"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2022-11-08","30","31","30","28","29","30","30","34","30","34","33","31","30","31","29","32","28","32","25","32","28","27","25","33","35","32","","","",""
"2022-11-09","49","49","49","44","51","50","49","54","51","49","48","48","54","49","48","52","46","47","38","55","48","45","47","52","55","51","","","",""
"2022-11-10","59","61","61","48","62","61","59","68","57","58","55","60","64","59","56","75","56","54","51","65","58","52","51","60","69","59","","","",""
"2022-11-11","36","35","36","29","42","32","29","38","38","42","35","38","39","38","28","48","33","36","37","42","37","35","30","38","38","33","","","",""
"2022-11-12","32","29","34","30","42","","31","34","32","34","29","31","33","31","30","44","28","","29","34","33","29","27","31","36","31","","","",""
"2022-11-13","11","12","13","11","12","","7","11","15","13","10","11","14","12","12","10","9","","13","13","10","11","12","7","12","12","","","",""
"2022-11-14","15","14","15","14","15","","15","15","16","18","13","14","15","17","14","14","13","","14","16","13","14","14","15","16","15","","","",""
"2022-11-15","16","16","18","18","15","16","16","17","17","19","15","17","17","16","17","16","14","18","15","17","13","15","16","18","19","17","","","",""
"2022-11-16","20","19","19","18","19","21","16","22","23","22","26","19","21","21","25","23","17","21","17","23","19","16","22","20","22","17","","","",""
"2022-11-17","20","21","19","21","17","21","17","19","19","24","15","23","21","21","21","18","20","25","22","19","18","19","19","23","23","22","","","",""
"2022-11-18","26","25","25","20","22","25","23","30","23","27","24","28","27","27","31","34","27","29","25","29","26","26","23","27","30","29","","","",""
"2022-11-19","18","16","20","14","18","11","13","36","18","21","13","18","19","17","13","25","18","19","21","22","18","16","11","17","20","16","","","",""
"2022-11-20","18","17","21","14","17","19","16","19","18","21","14","18","18","20","12","18","17","18","19","35","18","19","11","18","17","17","","","",""
"2022-11-21","25","21","25","19","32","26","22","30","25","25","18","23","27","27","21","22","24","23","25","35","27","24","23","24","26","23","","","",""
"2022-11-22","36","30","33","31","42","37","29","40","39","40","35","33","39","42","34","40","31","37","31","47","39","36","33","35","39","33","","","",""
"2022-11-23","26","24","25","22","31","26","22","25","27","29","24","27","28","28","22","26","24","33","25","27","25","26","30","25","27","26","","","",""
"2022-11-24","30","29","31","26","33","31","26","33","30","33","26","27","34","30","27","32","28","30","29","33","29","29","24","29","31","32","","","",""
"2022-11-25","36","31","35","33","34","32","36","35","43","45","46","33","34","34","37","45","33","36","31","36","33","29","36","34","38","36","","","",""
"2022-11-26","18","18","19","15","18","18","20","30","18","18","16","16","19","18","19","18","15","25","17","17","16","17","18","18","19","19","","","",""
"2022-11-27","10","9","11","7","10","12","10","8","12","12","8","10","11","12","7","8","8","11","11","10","10","12","5","7","10","10","","","",""
"2022-11-28","13","12","14","10","12","12","13","11","13","16","12","13","13","13","10","11","12","14","13","12","12","14","10","14","15","12","","","",""
"2022-11-29","10","10","10","9","10","10","11","11","9","12","11","10","11","9","10","8","9","21","10","7","8","11","10","7","10","10","","","",""
"2022-11-30","6","6","7","6","6","7","8","2","8","8","6","5","7","4","7","3","5","6","8","5","4","7","6","10","7","7","","","",""
"2022-12-01","8","8","11","8","9","8","10","4","10","12","7","8","10","9","8","6","6","8","9","9","6","9","6","11","8","9","","","",""
"2022-12-02","9","8","12","9","7","9","11","6","10","12","9","9","11","10","10","9","7","9","10","7","7","9","5","11","12","10","","","",""
"2022-12-03","22","21","24","22","20","22","22","21","23","25","17","22","24","24","25","26","20","23","21","21","20","21","23","25","25","22","","","",""
"2022-12-04","7","7","8","6","6","8","8","4","9","8","6","6","8","6","8","5","5","6","8","6","5","9","5","8","7","7","","","",""
"2022-12-05","10","10","12","10","10","9","11","6","13","13","10","10","12","12","9","8","8","9","11","10","8","12","7","12","12","11","","","",""
"2022-12-06","14","13","16","13","12","15","14","11","15","17","12","13","16","17","13","14","12","15","14","13","12","15","11","16","16","14","","","",""
"2022-12-07","14","13","15","10","14","14","14","13","15","15","11","14","15","16","13","17","12","13","13","14","12","16","12","16","14","14","","","",""
"2022-12-08","10","10","13","7","11","11","11","10","10","14","10","10","11","13","8","11","9","10","11","12","9","12","4","12","10","12","","","",""
"2022-12-09","25","23","27","21","26","25","16","25","25","25","12","24","28","27","23","30","23","26","28","28","24","24","22","27","27","27","","","",""
"2022-12-10","23","23","29","19","28","23","24","23","24","28","23","24","25","24","17","23","21","23","28","28","21","22","14","25","21","25","","","",""
"2022-12-11","26","24","30","26","25","25","26","23","26","32","24","26","27","26","21","23","23","26","28","27","22","26","18","29","26","29","","","",""
"2022-12-12","21","20","23","21","21","19","22","20","19","26","22","21","20","22","20","20","18","22","21","21","18","20","17","27","22","24","","","",""
"2022-12-13","35","31","31","34","29","26","31","35","28","35","40","31","34","39","40","39","28","41","41","32","32","34","35","44","32","42","","","",""
"2022-12-14","10","10","11","10","10","9","10","6","11","12","9","10","13","10","8","7","9","10","13","11","8","12","7","14","11","11","","","",""
"2022-12-15","19","18","21","20","16","18","19","17","20","22","11","20","21","21","17","19","17","21","20","20","18","18","16","22","25","21","","","",""
"2022-12-16","17","17","20","16","17","16","16","14","18","19","15","18","19","19","14","14","15","18","19","18","14","19","12","22","21","18","","","",""
"2022-12-17","13","12","16","13","13","13","14","9","15","18","12","14","15","15","11","10","11","13","14","13","11","14","9","17","18","15","","","",""
"2022-12-18","8","7","10","8","8","9","8","4","11","11","7","8","11","7","6","5","6","8","9","9","6","10","5","9","9","10","","","",""
"2022-12-19","12","11","16","13","11","12","13","8","13","17","8","12","13","13","11","8","9","9","13","12","8","12","7","12","15","14","","","",""
"2022-12-20","21","19","26","21","19","18","22","16","21","26","18","22","23","21","16","18","19","23","23","21","19","22","11","24","28","21","","","",""
"2022-12-21","28","27","28","27","29","28","20","30","29","28","23","30","33","33","26","30","24","29","27","29","17","25","26","32","35","29","","","",""
"2022-12-22","15","13","16","15","16","16","15","12","17","17","12","16","18","12","11","11","13","13","17","16","14","17","11","17","16","16","","","",""
"2022-12-23","11","10","12","12","11","10","11","7","12","14","9","11","13","11","7","7","10","10","12","11","10","12","7","13","13","13","","","",""
"2022-12-24","19","17","24","13","17","20","19","15","21","26","18","18","23","19","17","15","16","20","21","20","15","19","13","14","25","22","","","",""
"2022-12-25","30","26","38","33","29","27","32","27","27","37","26","30","32","32","28","25","27","31","30","34","26","29","21","33","35","36","","","",""
"2022-12-26","35","32","42","38","31","32","33","31","34","47","36","36","40","37","33","33","31","34","36","34","31","33","25","39","41","38","","","",""
"2022-12-27","37","34","46","","34","30","38","33","30","41","35","39","37","38","36","36","34","37","37","38","32","35","28","41","42","45","","","",""
"2022-12-28","21","20","28","19","20","20","22","19","22","23","17","21","23","21","19","19","19","20","23","23","19","23","16","23","24","24","","","",""
"2022-12-29","19","17","22","18","17","17","19","17","20","21","16","18","24","21","16","17","15","18","20","22","18","20","12","21","22","19","","","",""
"2022-12-30","28","25","31","25","28","27","27","27","31","30","24","26","32","29","26","27","23","26","26","32","26","25","24","33","32","29","","","",""
"2022-12-31","34","32","41","35","31","29","35","30","29","38","33","37","32","36","30","26","31","36","35","33","28","35","26","42","45","36","","","",""
"2023-01-01","37","36","43","34","38","35","36","35","38","39","32","37","41","40","37","37","33","34","35","39","34","37","37","42","46","39","","","",""
"2023-01-02","11","11","13","11","11","11","11","8","14","14","10","12","14","10","9","8","11","10","13","12","9","14","7","14","14","13","","","",""
"2023-01-03","17","15","21","17","16","15","19","13","17","22","15","17","17","19","15","12","13","17","18","17","15","17","11","19","20","20","","","",""
"2023-01-04","23","22","26","20","26","21","22","23","21","25","20","22","24","27","21","22","17","21","23","28","24","24","17","25","29","23","","","",""
"2023-01-05","36","32","38","31","38","34","34","39","42","41","33","35","39","41","31","34","27","35","35","44","38","34","26","30","42","35","","","",""
"2023-01-06","61","59","65","52","66","55","59","67","48","62","54","56","64","67","57","65","52","57","57","74","71","55","56","65","69","62","","","",""
"2023-01-07","89","86","98","77","87","79","82","94","96","91","82","86","95","96","90","94","76","89","84","98","95","76","89","101","98","92","","","",""
"2023-01-08","58","64","74","51","50","45","59","54","45","61","55","55","58","62","52","65","55","61","67","57","66","56","48","66","60","64","","","",""
"2023-01-09","40","39","45","38","39","33","38","38","36","41","38","39","39","41","36","40","34","41","45","41","44","39","35","45","54","41","","","",""
"2023-01-10","33","31","36","30","31","31","32","30","38","34","29","32","37","37","30","33","28","33","35","35","34","33","27","30","","34","","","",""
"2023-01-11","48","48","50","37","49","50","46","59","51","44","37","45","56","51","46","58","40","41","47","55","54","47","41","51","","45","","","",""
"2023-01-12","44","45","48","36","42","48","45","51","51","43","35","39","55","43","37","51","40","41","47","51","53","40","29","37","","43","","","",""
"2023-01-13","13","12","12","8","13","12","10","14","15","17","13","14","13","13","11","16","12","15","15","15","13","13","9","14","","11","","","",""
"2023-01-14","8","6","3","8","7","8","3","8","10","11","10","8","6","8","9","7","5","18","6","8","8","7","7","8","","5","","","",""
"2023-01-15","10","10","12","9","11","11","10","9","13","11","8","9","12","9","7","8","10","","12","13","10","12","8","2","","10","","","",""
"2023-01-16","13","13","16","14","11","12","14","7","14","18","12","13","13","12","11","8","12","12","14","14","10","14","10","15","","15","","","",""
"2023-01-17","18","17","21","19","19","14","18","15","18","22","19","16","18","19","16","15","15","17","18","20","16","16","19","18","","19","","","",""
"2023-01-18","25","23","25","26","26","22","26","23","27","30","25","23","29","28","23","23","19","25","23","29","26","23","18","26","","24","","","",""
"2023-01-19","25","23","26","31","24","21","28","23","23","33","24","23","28","27","23","24","23","28","25","26","25","24","19","28","","27","","","",""
"2023-01-20","17","16","16","22","15","14","26","17","17","22","15","13","22","18","15","15","17","18","20","17","16","18","14","16","","17","","","",""
"2023-01-21","11","11","12","12","10","10","12","8","11","15","11","11","12","11","9","6","9","12","11","13","9","12","6","12","","12","","","",""
"2023-01-22","13","12","13","15","11","12","13","11","14","17","13","11","16","13","10","10","11","14","12","14","12","13","7","13","","13","","","",""
"2023-01-23","29","28","31","34","29","27","19","28","31","35","27","28","35","29","28","27","27","31","30","33","29","29","25","27","","31","","","",""
"2023-01-24","10","10","13","13","9","9","13","6","12","15","9","10","13","10","8","5","10","10","10","12","9","13","6","13","","11","","","",""
"2023-01-25","9","9","9","10","7","8","9","5","11","12","8","9","10","9","7","5","8","9","9","11","6","10","5","10","","10","","","",""
"2023-01-26","19","20","20","20","21","19","13","20","23","22","19","20","23","22","18","19","15","21","13","26","21","14","9","21","","21","","","",""
"2023-01-27","19","20","22","22","19","19","20","16","21","26","18","22","23","20","19","16","18","20","12","23","18","17","8","21","","21","","","",""
"2023-01-28","12","13","14","15","10","11","13","7","12","17","10","14","13","12","10","9","12","12","14","14","10","15","8","14","","14","","","",""
"2023-01-29","15","14","15","17","14","15","12","13","14","19","14","17","16","15","14","12","13","17","15","16","13","17","11","17","","16","","","",""
"2023-01-30","16","15","18","15","17","16","16","13","17","20","13","17","18","17","16","12","14","16","17","18","15","20","12","20","","16","","","",""
"2023-01-31","16","16","18","18","14","13","15","12","14","20","16","19","15","16","14","15","15","19","16","16","14","18","11","19","","17","","","",""
"2023-02-01","36","33","38","40","28","31","40","33","38","42","36","38","43","30","46","35","42","36","35","34","30","32","31","37","","37","","","",""
"2023-02-02","16","16","18","18","15","15","12","12","18","20","14","17","19","16","11","13","16","16","18","19","14","19","12","17","","17","","","",""
"2023-02-03","19","18","21","20","19","20","18","17","21","23","16","19","22","19","18","18","17","18","20","24","18","22","13","20","","19","","","",""
"2023-02-04","26","23","29","26","27","26","24","28","28","30","22","24","28","25","22","25","21","26","24","33","27","26","21","26","","27","","","",""
"2023-02-05","50","45","50","55","49","49","45","51","51","60","50","51","54","50","51","53","40","50","44","60","48","47","46","52","","51","","","",""
"2023-02-06","59","56","63","62","54","55","59","60","59","68","58","62","65","59","59","63","52","59","54","69","58","54","52","62","","61","","","",""
"2023-02-07","60","58","62","55","60","60","61","65","69","64","55","61","71","59","54","68","54","56","60","72","60","56","50","60","","54","","","",""
"2023-02-08","50","47","51","48","48","47","49","46","51","54","45","48","54","48","74","50","43","47","48","55","46","51","40","52","","51","","","",""
"2023-02-09","23","22","25","23","25","24","21","22","26","25","20","22","28","24","18","22","20","23","25","28","26","26","16","23","","22","","","",""
"2023-02-10","16","16","17","18","17","16","15","14","19","19","16","17","18","15","13","15","16","16","18","18","15","19","13","17","","17","","","",""
"2023-02-11","35","30","35","37","37","36","34","39","43","38","35","34","43","33","34","35","29","34","33","41","34","34","31","34","","33","","","",""
"2023-02-12","57","51","56","62","56","52","55","59","63","64","56","57","65","56","56","59","49","55","51","66","57","54","57","58","","54","","","",""
"2023-02-13","23","19","18","22","30","25","19","27","26","27","21","23","25","25","20","24","21","22","19","30","27","26","19","23","","20","","","",""
"2023-02-14","24","22","23","25","25","22","24","22","27","28","22","23","28","23","21","21","21","22","25","27","23","29","20","25","","24","","","",""
"2023-02-15","9","10","10","10","8","9","8","6","11","14","10","9","11","10","7","6","9","10","10","11","8","13","7","10","","10","","","",""
"2023-02-16","18","16","18","22","21","17","17","16","21","22","18","19","20","17","17","16","16","19","18","21","16","19","19","19","","18","","","",""
"2023-02-17","32","31","36","34","28","25","36","28","30","38","35","36","31","28","32","30","29","36","29","31","28","31","32","36","","36","","","",""
"2023-02-18","64","52","61","72","65","55","61","64","66","81","70","66","67","63","59","64","56","67","54","72","61","58","67","67","","65","","","",""
"2023-02-19","33","31","35","34","34","30","38","31","37","37","29","34","37","30","30","32","31","33","31","37","31","34","33","38","","35","","","",""
"2023-02-20","9","9","10","10","10","9","9","5","11","12","8","9","11","8","9","6","10","9","10","10","7","12","11","9","","9","","","",""
"2023-02-21","15","14","17","17","17","14","13","13","18","19","14","15","17","14","13","12","14","14","16","18","14","18","15","16","","16","","","",""
"2023-02-22","26","24","29","28","28","25","27","27","28","32","25","24","29","25","22","29","23","26","24","29","24","27","23","27","28","27","","","",""
"2023-02-23","24","23","27","26","23","22","25","23","23","29","25","23","25","21","20","25","22","24","24","25","21","25","24","24","30","26","","","",""
"2023-02-24","29","27","30","31","32","29","31","31","33","33","29","27","32","26","23","31","27","27","28","34","28","28","25","27","36","29","","","",""
"2023-02-25","18","17","20","19","18","17","18","15","19","21","16","18","20","17","14","16","17","18","20","19","16","21","19","19","23","19","","","",""
"2023-02-26","21","20","24","22","22","20","20","20","21","26","20","20","23","20","19","19","18","21","21","24","18","24","20","21","25","22","","","",""
"2023-02-27","31","28","33","29","33","28","30","31","31","34","28","30","32","30","28","32","26","31","29","34","29","31","30","32","42","32","","","",""
"2023-02-28","24","22","26","21","28","23","25","25","25","29","20","25","24","25","15","25","22","24","22","28","23","24","24","26","33","26","","","",""
"2023-03-01","18","17","19","17","22","16","18","17","20","20","17","18","19","17","16","18","17","17","18","21","17","18","18","19","22","19","","","",""
"2023-03-02","11","11","11","11","12","10","11","9","14","12","9","10","12","10","8","9","10","11","11","11","9","13","12","11","12","10","","","",""
"2023-03-03","16","15","17","19","13","15","14","14","15","20","18","16","15","15","16","15","14","17","14","15","12","17","17","16","18","17","","","",""
"2023-03-04","41","34","44","47","37","34","41","39","38","51","45","43","41","36","38","44","35","45","35","39","34","37","46","43","44","44","","","",""
"2023-03-05","48","47","59","47","52","41","59","49","42","56","45","48","50","43","38","54","44","44","47","48","42","47","44","49","51","54","","","",""
"2023-03-06","33","28","33","32","38","30","30","34","34","39","33","31","34","31","31","34","26","32","29","39","31","30","34","34","35","33","","","",""
"2023-03-07","32","30","38","35","31","30","33","32","27","37","33","34","32","28","29","35","30","35","32","34","28","33","32","33","34","34","","","",""
"2023-03-08","30","26","32","35","28","31","28","29","25","37","36","33","29","26","28","31","28","36","28","32","28","29","28","31","31","31","","","",""
"2023-03-09","41","37","46","43","40","41","40","39","40","49","45","46","40","37","21","49","37","46","38","43","41","36","46","44","46","45","","","",""
"2023-03-10","53","47","53","48","49","62","52","64","53","57","52","56","56","44","48","64","49","53","50","57","52","48","51","56","60","53","","","",""
"2023-03-11","52","42","47","54","60","59","49","57","49","56","49","53","53","50","49","56","42","51","46","63","57","50","50","53","55","51","","","",""
"2023-03-12","25","22","26","26","27","23","25","25","25","28","24","24","25","22","21","26","21","24","24","29","24","23","27","24","25","25","","","",""
"2023-03-13","8","8","9","9","9","8","7","5","9","10","8","7","8","7","5","7","7","8","9","8","6","10","8","8","8","8","","","",""
"2023-03-14","10","10","11","10","9","11","9","7","9","12","10","9","9","11","8","10","8","11","10","9","7","11","11","10","10","9","","","",""
"2023-03-15","12","12","13","12","11","11","11","13","12","13","13","11","14","11","9","14","10","15","12","12","10","13","14","12","11","11","","","",""
"2023-03-16","10","10","11","10","13","10","10","10","11","11","9","8","11","12","9","9","10","11","10","13","8","13","11","10","10","10","","","",""
"2023-03-17","15","13","15","13","17","17","10","14","15","17","13","14","16","21","13","13","15","15","16","17","13","18","15","15","15","14","","","",""
"2023-03-18","29","25","29","29","28","31","27","29","29","30","27","27","30","34","27","29","26","29","30","30","26","30","30","29","29","27","","","",""
"2023-03-19","61","49","56","48","73","67","56","70","60","59","51","60","61","76","69","66","53","56","45","71","62","54","67","62","66","59","","","",""
"2023-03-20","60","48","56","60","59","69","56","67","57","67","55","60","57","72","62","70","52","55","46","71","66","57","57","60","67","62","","","",""
"2023-03-21","37","33","40","28","39","45","37","47","44","34","29","35","43","41","24","44","34","32","37","42","37","38","28","33","35","37","","","",""
"2023-03-22","36","32","31","30","41","43","29","46","45","34","31","33","40","44","34","43","32","32","38","43","39","39","33","32","34","31","","","",""
"2023-03-23","29","25","26","26","29","43","30","31","28","26","27","27","31","30","20","31","31","31","31","28","25","31","34","26","26","24","","","",""
"2023-03-24","25","21","24","26","23","33","27","28","23","25","27","25","25","25","23","25","28","32","28","23","20","26","30","25","22","23","","","",""
"2023-03-25","26","22","24","26","25","33","22","29","27","26","27","24","27","27","20","29","24","30","22","24","23","28","37","25","24","22","","","",""
"2023-03-26","16","14","16","15","14","18","17","14","15","18","14","15","16","16","18","14","15","16","15","15","12","18","21","15","14","15","","","",""
"2023-03-27","20","17","21","19","19","22","19","21","22","22","19","19","22","21","16","22","16","20","19","21","18","22","21","19","20","20","","","",""
"2023-03-28","28","25","30","29","25","30","26","29","27","33","30","27","28","30","29","31","25","30","24","27","25","27","34","28","29","28","","","",""
"2023-03-29","38","34","38","33","41","44","37","46","40","35","34","35","40","45","35","44","34","35","36","45","42","38","40","37","39","34","","","",""
"2023-03-30","39","31","29","34","50","41","31","52","37","36","34","34","36","49","40","40","29","36","32","54","46","43","48","38","42","34","","","",""
"2023-03-31","47","40","44","41","48","52","45","58","49","44","42","44","49","52","44","56","39","43","52","54","47","51","49","46","46","44","","","",""
"2023-04-01","49","42","47","41","56","54","45","63","50","46","41","45","50","59","43","57","40","42","45","59","54","54","51","44","46","45","","","",""
"2023-04-02","30","29","31","28","32","32","28","35","28","31","25","30","30","33","24","28","28","27","31","35","32","35","26","30","31","28","","","",""
"2023-04-03","32","29","32","32","32","32","28","31","31","35","28","30","31","35","28","30","27","30","37","36","33","36","31","32","33","32","","","",""
"2023-04-04","21","19","19","27","18","20","18","16","20","30","25","18","21","20","35","18","18","22","21","21","19","22","19","23","20","26","","","",""
"2023-04-05","11","12","13","9","10","11","10","13","13","12","11","10","11","10","11","12","11","12","7","13","10","13","8","10","12","11","","","",""
"2023-04-06","49","46","45","46","55","58","47","60","60","58","48","50","54","56","18","30","45","52","24","58","53","53","57","51","56","50","","","",""
"2023-04-07","48","37","49","52","33","38","116","35","33","59","50","40","41","37","88","53","39","46","60","37","31","43","44","41","42","49","","","",""
"2023-04-08","7","6","7","7","5","12","6","6","8","9","6","5","8","8","5","6","9","10","7","7","4","10","8","6","6","8","","","",""
"2023-04-09","16","13","14","16","14","19","13","17","15","18","16","13","16","16","15","17","16","18","13","17","12","17","20","14","14","17","","","",""
"2023-04-10","17","16","16","20","14","19","16","16","16","21","20","18","17","17","15","18","18","20","18","16","13","19","18","17","18","19","","","",""
"2023-04-11","18","16","17","22","17","20","16","20","18","20","21","18","19","16","14","13","19","23","17","19","14","19","23","12","17","20","","","",""
"2023-04-12","30","21","23","31","24","32","25","35","28","29","30","26","27","27","33","41","31","37","40","27","22","30","38","26","24","31","","","",""
"2023-04-13","26","21","23","26","24","27","23","31","22","28","28","22","26","28","27","31","25","38","31","23","20","30","33","25","23","27","","","",""
"2023-04-14","19","19","18","19","16","19","17","21","16","20","20","17","17","19","20","22","20","29","23","15","14","22","24","18","16","20","","","",""
"2023-04-15","20","19","18","18","19","20","17","22","19","21","22","18","19","20","17","24","18","24","20","18","18","23","28","18","18","19","","","",""
"2023-04-16","30","26","26","31","28","32","26","35","28","33","34","26","29","31","33","36","27","","30","27","26","32","37","28","27","30","","","",""
"2023-04-17","28","25","27","27","23","28","25","31","24","31","30","25","26","28","28","31","27","33","30","23","23","34","33","25","25","30","","","",""
"2023-04-18","17","15","15","16","18","18","14","23","15","17","19","15","16","19","15","15","14","18","21","16","16","22","19","15","18","16","","","",""
"2023-04-19","17","15","14","13","21","17","14","24","17","14","16","16","15","21","17","19","14","16","12","17","15","20","23","15","19","16","","","",""
"2023-04-20","13","14","14","10","12","12","14","13","15","11","12","11","14","11","11","14","12","12","15","10","9","14","17","10","13","13","","","",""
"2023-04-21","14","13","13","12","16","15","12","16","14","13","14","11","16","15","12","16","14","13","15","11","11","19","17","11","13","14","","","",""
"2023-04-22","12","10","11","10","13","13","9","12","11","13","11","10","13","13","9","18","10","13","12","9","9","17","13","10","11","11","","","",""
"2023-04-23","14","14","15","13","14","18","13","14","15","15","13","13","17","16","11","16","13","14","15","13","12","19","14","13","14","14","","","",""
"2023-04-24","15","14","16","15","14","18","13","14","16","17","14","13","16","16","12","15","13","15","15","15","13","18","15","14","16","15","","","",""
"2023-04-25","14","14","15","14","14","16","13","15","16","16","14","13","15","15","12","13","13","14","16","14","12","18","15","14","15","15","","","",""
"2023-04-26","13","13","14","12","11","15","12","13","14","15","13","12","14","12","10","16","11","13","14","11","10","16","14","13","12","13","","","",""
"2023-04-27","21","20","20","19","20","22","19","23","20","23","18","20","19","23","19","32","19","21","19","19","17","22","23","20","20","21","","","",""
"2023-04-28","16","17","19","15","18","16","16","16","16","19","14","16","13","19","13","17","16","15","18","15","13","19","15","16","16","18","","","",""
"2023-04-29","12","11","12","9","14","13","11","13","14","13","13","11","12","14","9","13","10","13","14","11","9","13","14","11","11","12","","","",""
"2023-04-30","13","13","13","12","14","16","11","13","15","15","12","11","12","15","5","12","11","14","15","12","10","16","14","12","12","13","","","",""
"2023-05-01","17","16","16","14","16","25","15","18","17","18","23","16","15","18","15","17","15","17","17","15","12","18","20","16","15","17","","","",""
"2023-05-02","12","12","14","10","12","15","11","12","13","14","11","11","12","14","7","12","11","10","15","13","10","16","10","11","12","13","","","",""
"2023-05-03","17","17","17","15","20","23","15","15","17","18","16","16","18","20","12","17","17","16","19","18","16","20","14","16","17","17","","","",""
"2023-05-04","21","22","22","23","24","24","19","18","22","24","20","21","22","24","18","21","23","21","24","21","19","25","16","19","21","20","","","",""
"2023-05-05","4","6","4","5","5","5","4","2","6","6","4","5","4","6","2","3","6","4","5","3","3","7","3","3","5","5","","","",""
"2023-05-06","7","8","14","7","7","8","8","6","8","9","7","8","3","1","6","8","8","9","9","8","2","10","1","1","8","2","","","",""
"2023-05-07","24","24","27","23","23","29","24","20","27","27","19","24","","","17","21","22","22","27","26","23","29","18","24","24","26","","","",""
"2023-05-08","22","23","25","22","23","25","22","18","22","25","18","22","","","17","20","21","21","26","24","21","26","18","22","22","24","","","",""
"2023-05-09","28","26","29","27","32","28","29","28","26","30","26","28","25","33","27","27","26","28","29","31","25","30","29","27","28","31","","","",""
"2023-05-10","32","27","29","26","38","36","29","39","34","28","32","30","31","36","30","37","29","28","30","43","30","32","32","28","31","30","","","",""
"2023-05-11","25","24","25","23","24","28","24","24","26","26","23","28","24","30","23","26","25","24","29","29","22","29","24","24","25","27","","","",""
"2023-05-12","31","29","30","27","37","29","30","26","30","33","27","34","29","33","28","36","28","30","35","37","24","32","29","28","36","32","","","",""
"2023-05-13","24","23","23","20","25","26","23","23","23","22","20","24","24","29","21","35","22","21","23","26","23","25","23","21","27","23","","","",""
"2023-05-14","13","12","13","11","15","17","13","12","14","14","11","13","13","16","8","11","12","11","13","16","12","15","5","10","12","14","","","",""
"2023-05-15","20","20","21","20","21","21","20","18","20","22","18","21","19","22","16","17","20","20","23","21","18","25","19","17","21","21","","","",""
"2023-05-16","31","29","30","32","32","32","30","27","31","35","30","33","29","34","28","32","29","31","34","32","27","37","32","27","33","33","","","",""
"2023-05-17","14","15","16","15","13","15","14","10","15","16","13","15","15","14","11","14","14","14","18","14","10","19","13","12","16","16","","","",""
"2023-05-18","18","17","18","19","20","20","17","15","18","19","17","19","20","20","14","18","18","17","21","19","17","21","18","15","19","17","","","",""
"2023-05-19","12","13","11","12","13","12","10","9","14","13","12","12","14","14","10","12","13","10","16","14","10","15","11","9","13","12","","","",""
"2023-05-20","14","14","13","14","13","15","13","11","15","15","12","14","15","15","10","15","16","13","17","15","11","19","14","11","13","14","","","",""
"2023-05-21","21","21","21","26","20","21","19","18","20","25","27","22","25","21","24","24","25","27","25","20","16","25","14","10","19","21","","","",""
"2023-05-22","30","26","24","28","28","30","23","36","28","26","33","29","35","27","33","40","34","39","30","28","22","34","35","21","27","28","","","",""
"2023-05-23","16","15","14","12","16","18","13","18","18","12","12","15","19","16","13","22","20","17","19","20","13","20","14","10","13","14","","","",""
"2023-05-24","16","17","17","17","15","19","16","13","15","20","16","17","17","17","14","14","18","16","19","18","14","21","15","14","15","18","","","",""
"2023-05-25","13","14","14","14","11","14","13","10","14","15","13","14","13","13","9","14","13","14","16","14","10","16","15","10","13","14","","","",""
"2023-05-26","13","15","13","14","12","16","9","8","14","14","13","13","13","14","11","12","14","14","11","15","12","13","13","7","9","14","","","",""
"2023-05-27","16","16","18","14","14","16","16","16","15","16","17","15","15","16","11","15","17","18","16","16","15","18","16","12","14","16","","","",""
"2023-05-28","5","6","6","5","5","7","4","3","6","5","4","5","5","5","3","4","5","4","9","5","3","8","5","4","4","4","","","",""
"2023-05-29","5","6","5","6","7","7","2","5","6","2","6","6","4","7","5","5","7","8","4","5","3","10","2","1","6","6","","","",""
"2023-05-30","19","18","15","18","19","17","15","20","18","16","18","18","22","19","19","25","22","20","18","22","23","32","20","14","18","17","","","",""
"2023-05-31","13","14","13","15","12","13","12","11","13","13","13","13","13","14","10","10","14","13","13","14","10","16","13","10","13","14","","","",""
"2023-06-01","21","23","22","21","21","22","22","22","24","20","19","21","22","22","18","23","24","20","27","23","19","24","20","17","19","21","","","",""
"2023-06-02","16","18","17","17","14","16","15","14","17","16","17","16","17","15","15","18","18","18","20","17","16","19","18","13","14","15","","","",""
"2023-06-03","13","16","14","13","12","15","13","10","14","13","12","13","14","14","10","14","16","13","17","14","13","16","13","10","12","16","","","",""
"2023-06-04","18","19","17","18","17","19","16","16","18","17","18","18","17","18","18","18","18","19","18","22","16","19","22","14","17","19","","","",""
"2023-06-05","15","15","15","15","14","16","13","11","15","15","15","15","14","14","15","14","15","15","15","14","12","17","20","12","16","16","","","",""
"2023-06-06","10","12","10","11","9","12","9","6","11","10","11","10","10","10","7","8","12","12","10","10","8","13","12","7","9","12","","","",""
"2023-06-07","19","20","20","20","17","19","17","13","19","20","22","19","18","19","20","18","20","22","21","15","17","21","24","16","19","21","","","",""
"2023-06-08","11","11","13","12","9","11","12","5","12","13","19","11","10","11","12","10","11","12","12","10","8","13","13","8","11","13","","","",""
"2023-06-09","13","14","12","3","12","16","11","12","16","10","10","12","14","16","12","13","14","12","14","17","9","17","14","10","14","12","","","",""
